, wind, old_coal_sub_st, old_ng_cc, old_ng_gt, new_coal_st, new_ng_cc, new_ng_gt_aero, new_nuke_st
wk14.h047,        0.78,        2.29,        0.37,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h048,        0.80,        2.29,        0.00,        0.03,        0.65,        1.18,        0.00,        0.00
wk14.h049,        1.02,        2.29,        0.00,        0.00,        0.65,        0.70,        0.00,        0.00
wk14.h050,        1.12,        2.29,        0.00,        0.00,        0.65,        0.48,        0.00,        0.00
wk14.h051,        1.20,        2.29,        0.00,        0.00,        0.65,        0.38,        0.00,        0.00
wk14.h052,        0.82,        2.29,        0.00,        0.00,        0.65,        0.77,        0.00,        0.00
wk14.h053,        0.89,        2.29,        0.00,        0.00,        0.65,        0.77,        0.00,        0.00
wk14.h054,        0.80,        2.29,        0.00,        0.00,        0.65,        1.12,        0.00,        0.00
wk14.h055,        0.73,        2.29,        0.54,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h056,        0.60,        2.29,        1.24,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h057,        0.34,        2.29,        1.31,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h058,        0.26,        2.29,        1.24,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h059,        0.12,        2.29,        1.21,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h060,        0.01,        2.29,        1.12,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h061,        0.00,        2.29,        0.95,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h062,        0.01,        2.29,        0.79,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h063,        0.00,        2.29,        0.68,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h064,        0.00,        2.29,        0.57,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h065,        0.00,        2.29,        0.58,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h066,        0.00,        2.29,        0.71,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h067,        0.02,        2.29,        1.25,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h068,        0.02,        2.29,        1.37,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h069,        0.01,        2.29,        1.33,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h070,        0.02,        2.29,        1.23,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h071,        0.17,        2.29,        0.76,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h072,        0.18,        2.29,        0.36,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h073,        0.20,        2.29,        0.15,        0.00,        0.65,        1.12,        0.00,        0.00
wk14.h074,        0.24,        2.29,        0.00,        0.00,        0.65,        1.10,        0.00,        0.00
wk14.h075,        0.37,        2.29,        0.00,        0.00,        0.65,        0.94,        0.00,        0.00
wk14.h076,        0.58,        2.29,        0.00,        0.00,        0.65,        0.71,        0.00,        0.00
wk14.h077,        0.66,        2.29,        0.00,        0.00,        0.65,        0.74,        0.00,        0.00
wk14.h078,        0.75,        2.29,        0.15,        0.00,        0.65,        0.75,        0.00,        0.00
wk14.h079,        0.93,        2.29,        0.15,        0.00,        0.65,        1.15,        0.00,        0.00
wk14.h080,        1.34,        2.29,        0.27,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h081,        1.60,        2.29,        0.15,        0.00,        0.65,        0.86,        0.00,        0.00
wk14.h082,        1.65,        2.29,        0.15,        0.00,        0.65,        0.56,        0.00,        0.00
wk14.h083,        1.57,        2.29,        0.15,        0.00,        0.65,        0.47,        0.00,        0.00
wk14.h084,        1.25,        2.29,        0.00,        0.00,        0.65,        0.80,        0.00,        0.00
wk14.h085,        0.98,        2.29,        0.00,        0.00,        0.65,        0.92,        0.00,        0.00
wk14.h086,        0.68,        2.29,        0.00,        0.00,        0.65,        1.11,        0.00,        0.00
wk14.h087,        0.57,        2.29,        0.00,        0.00,        0.65,        1.19,        0.00,        0.00
wk14.h088,        0.61,        2.29,        0.00,        0.00,        0.65,        1.07,        0.00,        0.00
wk14.h089,        0.82,        2.29,        0.00,        0.00,        0.65,        0.86,        0.00,        0.00
wk14.h090,        0.95,        2.29,        0.00,        0.00,        0.65,        0.82,        0.00,        0.00
wk14.h091,        1.68,        2.29,        0.00,        0.00,        0.65,        0.63,        0.00,        0.00
wk14.h092,        2.28,        2.29,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk14.h093,        1.99,        2.29,        0.00,        0.00,        0.65,        0.39,        0.00,        0.00
wk14.h094,        2.28,        2.27,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h095,        2.52,        1.77,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h096,        2.50,        1.45,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h097,        2.35,        1.28,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h098,        2.32,        1.27,        0.00,        0.00,        0.55,        0.00,        0.00,        0.00
wk14.h099,        2.61,        1.15,        0.00,        0.00,        0.35,        0.00,        0.00,        0.00
wk14.h100,        2.58,        1.15,        0.00,        0.00,        0.37,        0.00,        0.00,        0.00
wk14.h101,        2.57,        1.15,        0.00,        0.00,        0.46,        0.00,        0.00,        0.00
wk14.h102,        2.44,        1.32,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h103,        2.38,        1.90,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h104,        2.35,        2.29,        0.00,        0.00,        0.65,        0.16,        0.00,        0.00
wk14.h105,        2.30,        2.18,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk14.h106,        2.17,        2.17,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk14.h107,        2.00,        2.22,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk14.h108,        1.66,        2.29,        0.00,        0.00,        0.65,        0.27,        0.00,        0.00
wk14.h109,        1.18,        2.29,        0.00,        0.00,        0.65,        0.67,        0.00,        0.00
wk14.h110,        0.60,        2.29,        0.00,        0.00,        0.65,        1.17,        0.00,        0.00
wk14.h111,        0.27,        2.29,        0.26,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h112,        0.25,        2.29,        0.21,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h113,        0.29,        2.29,        0.18,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h114,        0.38,        2.29,        0.16,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h115,        1.73,        2.29,        0.15,        0.00,        0.65,        0.31,        0.00,        0.00
wk14.h116,        2.13,        2.25,        0.15,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h117,        2.31,        2.17,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h118,        2.62,        1.73,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h119,        2.42,        1.66,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h120,        2.28,        1.38,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h121,        2.08,        1.30,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h122,        2.00,        1.23,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h123,        1.92,        1.25,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h124,        1.52,        1.67,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h125,        1.28,        1.99,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h126,        0.80,        2.29,        0.44,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h127,        0.52,        2.29,        0.44,        0.00,        0.65,        0.80,        0.00,        0.00
wk14.h128,        0.21,        2.29,        0.92,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h129,        0.15,        2.29,        0.84,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h130,        0.02,        2.29,        0.87,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h131,        0.05,        2.29,        0.76,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h132,        0.08,        2.29,        0.68,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h133,        0.08,        2.29,        0.56,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h134,        0.12,        2.29,        0.46,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h135,        0.20,        2.29,        0.37,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h136,        0.41,        2.29,        0.15,        0.00,        0.65,        1.17,        0.00,        0.00
wk14.h137,        0.37,        2.29,        0.15,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h138,        0.34,        2.29,        0.22,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h139,        0.49,        2.29,        0.49,        0.03,        0.65,        1.20,        0.00,        0.00
wk14.h140,        0.98,        2.29,        0.46,        0.00,        0.65,        0.80,        0.00,        0.00
wk14.h141,        1.44,        2.29,        0.00,        0.00,        0.65,        0.70,        0.00,        0.00
wk14.h142,        1.98,        2.22,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk14.h143,        2.31,        1.79,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h144,        2.50,        1.27,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h145,        2.32,        1.23,        0.00,        0.00,        0.52,        0.00,        0.00,        0.00
